cluster,german,italian,korean,spanish
-1,0.2400990099009901,0.38613861386138615,0.12252475247524752,0.25123762376237624
0,0.2863247863247863,0.21666666666666667,0.3269230769230769,0.1700854700854701
1,0.0,1.0,0.0,0.0
2,0.0,0.0,0.0,1.0
3,0.0,0.0,0.0,1.0
