cluster,german,italian,korean,spanish
-1,0.24520255863539445,0.24307036247334754,0.26652452025586354,0.24520255863539445
0,0.0,1.0,0.0,0.0
1,1.0,0.0,0.0,0.0
2,0.0,0.0,0.0,1.0
3,0.0,0.0,1.0,0.0
