cluster,german,italian,korean,spanish
0,0.3373134328358209,0.0037313432835820895,0.5007462686567165,0.1582089552238806
1,0.0,0.0,0.0,1.0
2,0.0440771349862259,0.9393939393939394,0.005509641873278237,0.011019283746556474
3,0.30760095011876487,0.45605700712589076,0.055819477434679333,0.18052256532066507
4,0.24640287769784172,0.24100719424460432,0.2589928057553957,0.25359712230215825
