cluster,german,italian,korean,spanish
-1,0.19753086419753085,0.4444444444444444,0.09876543209876543,0.25925925925925924
0,0.3047619047619048,0.23333333333333334,0.3238095238095238,0.1380952380952381
1,0.0,1.0,0.0,0.0
2,0.0,0.0,0.0,1.0
3,0.0,0.0,0.0,1.0
