cluster,german,italian,korean,spanish
-1,0.2376237623762376,0.4034653465346535,0.1188118811881188,0.2400990099009901
0,0.28705681332763777,0.21102093122597182,0.3280649295173003,0.17385732592909015
1,0.0,1.0,0.0,0.0
2,0.0,0.0,0.0,1.0
3,0.0,0.0,0.0,1.0
