pc_1,pc_2,pc_3,pc_4,pc_5,pc_6,pc_7,pc_8,pc_9,pc_10,pc_11,pc_12,pc_13,pc_14,pc_15,pc_16,pc_17,pc_18,pc_19,pc_20,pc_21,pc_22,pc_23,pc_24,pc_25,pc_26,pc_27,pc_28,pc_29,pc_30
7.453619693281958,1.2808175612167496,-4.803074024996165,-1.0047755580131863,3.7496266843269574,-4.593066673597586,-2.448859255234635,-1.4560923888895287,-1.320774215450572,-0.9514709169187837,-0.5831289325033361,2.4587699384672783,1.3950114217216083,-0.8958079719227999,-0.4019629590449786,0.6681826907958461,0.9383072550188655,4.873251703930149,-0.19125935323692983,2.0030608488909887,-0.9788223062810232,2.9278806482277626,0.12340706245416219,1.0265591772466562,-1.2868186196436036,-1.5111065517886375,-1.39340787200243,0.23904073940965395,-2.2583340397554403,2.2138940511574137
-6.6283604743935935,5.276565396549663,-0.7775674927055781,2.3711385032250467,-1.2841992574184142,3.1663181399516254,-0.13034959036605853,-1.1323521340095746,-0.0317861231991151,1.6345054830610986,0.6635682147576265,1.0542607979984044,-1.673471890076109,1.5318864938759098,3.0865900966236537,-3.6563984840606225,-0.9673537435260261,2.358033105387526,-1.6102906232056577,0.3558169970374655,1.4243107050788948,0.5413266680555263,0.568757649555591,0.04097208302384549,-0.8597126655970094,-0.2996040518793397,0.4774157738046791,0.5232703815604682,-2.0495108281902916,-2.0934455232108293
-3.34428130249397,-5.282958458741716,0.373994751832844,-3.2648917975675853,0.07750205069962623,2.1757365571832534,1.6568001304831443,-0.045138038943007844,0.8914890802557704,-1.3217444671482081,-0.2603694525393535,0.5482586603988875,-0.45574622237735024,-0.2002899570743291,0.14075323392883765,-0.48049571884224285,0.48497164915744345,0.5310654997354876,-0.4975189970654835,0.4404234496694697,-0.005139041910124765,-0.3981869711046014,0.3496139310943305,0.19927144574336908,0.6145269979459886,-0.31029554356097655,-0.1463166753735538,0.3303632764047522,-0.044143955907560414,-0.24932481830937545
-3.6068336865559587,1.7233105707854761,-0.07861319351352274,1.7171525165279211,-0.8254692946982118,-0.7742484628175261,-1.9176495758754106,-0.6102650013160088,0.008656194678163719,-0.3299123994857024,-0.6518306302310769,0.09387178636106382,0.8742162077211244,0.8798324852886401,-0.4608933743225473,-0.2839577456921886,0.23149815853589745,0.15049667163418798,-0.25789812945805807,0.6368720547511201,-0.08239703929789136,-0.05557964798210021,-0.48932085998206026,0.3151394111934589,0.8384354876879971,-0.21107589362983137,0.35227376790373455,-0.28318533287365594,0.15483053812777695,-0.15893092858941327
6.237122115387769,-1.5413770078238394,-4.940617145893492,0.3917928103171167,0.6701018354881307,-1.9435774328362692,-1.5591312838536238,2.685877938495016,-2.216494345751954,-0.7034467222169712,0.5114938879497832,-0.8601343526634706,-0.12052551894956193,-0.9225884433197588,0.9198915554944245,0.5280987688230712,-0.2902804688849705,0.9513010858516002,-0.23854296404328332,1.3578840844149511,-0.9670124400802891,1.393586940994194,-1.8344199745979561,0.7206972299806199,-1.2782238951467664,-1.8588769585002642,0.3882025338865501,-0.21404400948543856,0.9181098568136588,0.9859953357675084
4.669520457564844,4.117620535654237,-2.8346791660851527,1.016946571503824,-0.4360369469932508,-3.2879677621305032,2.405871790061129,-1.2024585679639586,2.329270143838307,-1.2838533240318617,-0.9290855829415432,-0.08205739191889931,-1.7133080088746722,-0.28075686508362396,0.384791723262998,-0.9881257026566932,-1.161546006444881,-1.561709126961302,0.06293500366360394,-0.9427233138333992,-0.7554822309514682,1.713146366750305,-0.6719876272084703,-0.09973038602514155,0.04128231877497193,1.3813089018525941,-0.7543115188487454,-0.6707758368521142,-1.339249283691,-0.33269755999625544
-0.8472750623014688,-6.251607718219975,2.371050271473459,2.442853398433733,2.0419682293969816,-0.08673885249868872,-0.5159268392445238,-0.7481770639540593,-0.6454389430262049,-0.9717738771387248,0.9149018956039352,0.970232968489564,-0.39412195933528255,0.44075607256905525,-0.5742572113999509,0.4639834687765071,1.6653268279669882,-0.65186055026256,0.9754626283534159,0.9283577078243369,-0.11458032555614864,-0.3052784213436487,-0.23886735393730077,-1.420181706803218,-0.30897001461181955,0.32242694239687103,-0.11757837559694048,-1.3068178392613896,-0.5077571301540684,1.0916344486445704
-2.0962029929630037,-5.483704602741488,2.3130745645738835,2.105730634838737,1.8346450407461647,0.7893200481127645,0.7561845841752967,0.763181796455629,-0.2077093274464441,-1.5110616100903733,-0.3694461082264521,0.9113976493869814,-0.9165523984562645,1.1568768544415893,-0.4397086817490492,-0.426368702123865,0.9133449802508083,-0.30745258942477627,0.2953282167422951,0.9093588510133461,0.07927585987854667,0.32455465562070357,-0.36785791697466724,0.06553088640375722,1.3674130892377336,0.45348182592588226,-0.5221255887753344,-0.6190256385291663,-0.036646495857229365,0.29356006813014984
3.195154401773569,-3.48019180201523,-1.4904575390577746,0.36966760584188035,-3.5901993230519085,2.8457593521099667,0.8485327316844049,-4.725271637127964,-0.7980292502844492,2.8121868502948657,-2.2779550741164423,-0.9470409707533972,-1.4343362879033728,0.2233274718499316,1.886055041472683,0.3126963427258123,0.6435305667499922,-0.05980431761005777,2.0029177056101664,-0.5241076567351995,-0.08405837898579666,2.107150412265309,1.4525845845645098,1.5905024781434896,-0.49227287508338097,0.3613797207734624,0.9452243804262056,0.6132361757746694,1.9609906132150592,-0.05509547452270421
4.000062552861607,3.0508008800382385,-2.60149885661668,-0.7877692748890601,0.8694047526397679,-4.442942656422608,0.7259424833564802,1.3844250821087754,1.2283027293821307,-1.621995740617628,-1.082911480818884,-0.7674370780532662,-0.6110322026288137,-0.8175580368199636,-0.3072486679544871,-0.7223798875159908,-0.04831484531913237,-1.1758483846767984,0.3054173084894171,-0.7460216619678308,-0.6325766243868239,0.09215164516027476,-0.018617622519543943,-0.666397875994795,0.41830678861643217,-0.048979005306958284,-1.225397046617091,0.05907746695320864,-0.9036471790058235,-0.13514729000043513
