cluster,german,italian,korean,spanish
0,0.3547297297297297,0.0033783783783783786,0.4797297297297297,0.16216216216216217
1,0.2746478873239437,0.5352112676056338,0.014084507042253521,0.176056338028169
2,0.0,0.0,0.0,1.0
3,0.0,1.0,0.0,0.0
