pc_1,pc_2,pc_3,pc_4,pc_5,pc_6,pc_7,pc_8,pc_9,pc_10,pc_11,pc_12,pc_13,pc_14,pc_15,pc_16,pc_17,pc_18,pc_19,pc_20,pc_21,pc_22,pc_23,pc_24,pc_25,pc_26,pc_27,pc_28,pc_29,pc_30,pc_31,pc_32
9.401977653236349,4.014153893563166,-6.274562641609393,-1.6070575556814453,-5.999854092962072,3.239727366835069,-0.42712688249436437,-0.9702977305420423,-0.6122599828898798,-1.4649202887418198,1.591721829812615,-1.900788225251365,0.530683234435245,0.12642350109142714,-1.12490003996264,-0.5013725682518788,0.9221759053550298,3.3936734824148425,3.1258697243700047,2.017359147360511,-1.5163466020942198,0.4683438126964458,-2.550384905424163,-3.103673621464836,0.7960212759056227,0.33011590572740146,1.800541077881479,-1.6093999764027376,-2.2857212739891004,2.6758950137950084,-0.4584863939176832,0.03836060755568713
-2.695394389689312,0.5742935244105157,-2.224530514557409,6.522534634107428,2.8649970159203684,1.5739182791708308,-2.56664251821564,0.4659915710355268,0.7633292270273142,-0.48676024888521136,0.2878231214100928,1.07009008885697,-1.6031451870501394,1.4390896596736122,4.288524650105841,-2.5048238694289857,3.1248053378548932,2.3386502308616834,0.30401098881053423,0.8215377639131263,0.7436313401537152,0.7829109023585924,0.0881076336378636,-0.8778827391104025,-0.1371941669393618,-0.7794826509032099,0.5690741242554833,1.8827678048645102,-1.4310070115281897,-0.6887690607779346,-1.481063968699182,1.4308796692921482
1.0447319483878352,-3.271238108737236,-0.46341218955260177,-2.131975679899923,0.4069868398663392,-1.0168025703614514,0.049561089510606275,-0.2941748431733963,0.5384186459865328,1.7980103955358853,1.6631185839781688,1.03048924502354,1.2662746586811064,-0.6474090272449599,0.5206435428604972,-0.3826572754737368,0.3838723288825553,0.9800512744789083,-0.48580641218543036,-0.15892546202787886,0.09127603375653882,0.829873094307856,0.1676583792854216,-0.24835882797212325,0.18958405884806814,0.14333356889138393,0.25977155179048306,-0.39104784084568794,0.04671276432403609,-0.7124944590224329,-0.5568047138910553,0.21287416459596312
1.018941141816,-0.8877525658515283,-1.553789502280927,4.0393162887734295,-1.0210496010950942,1.9929660264366822,-0.5434272188651611,0.3843382293226879,0.11999636806307266,-1.7015010304168823,0.6875815088791316,0.3800569697360315,0.40140210450460156,-0.44963378179035945,-0.46945572117314316,-1.0023440158759813,-0.09063529322922143,-0.04258371145105945,0.0484906169696862,0.5005692373559992,0.03378275787222064,0.3022962696081221,0.0192579040159322,0.495719031299804,0.6951214201286641,-0.11510689289612384,-0.21421666737679781,-0.6080200721234418,0.08023649026125534,0.21996178886480783,0.30141593146998413,0.3325830527197801
9.276718512792018,1.8141652914805113,-6.049255234145067,-1.460896409459733,-1.3376471031666712,2.5841183497095055,3.4875691694357855,0.3965368528806132,-2.116956141804285,-1.9197246973374378,0.04914751105628395,0.5515663293405347,-0.11524609850725914,-0.9208688454812458,0.7544453405973057,0.766860568314167,0.08422719756802363,1.4191370229938092,1.4018476529390194,-0.6605250499900519,-0.1556308148801433,-0.776282872628629,-2.127023525383411,0.4989684972831784,0.9854666058736894,-0.3742361851120206,1.511546656360042,-1.9292386476471215,-1.7216734311568644,0.28715717631489157,1.445439111320351,0.5213041789749223
6.320999497178015,4.9731801871141865,-4.090246309745402,2.509883452854628,-0.9064839892512504,3.275807758687683,1.809157052020785,-3.2415661545705325,1.925973454711502,0.5429226011300798,0.1659800031523378,-1.3530068298800433,-0.03494319569718792,0.4392153477964227,1.279941469552622,1.8367871342044266,0.7707669732128022,-0.7212892672415508,-1.6487520425083906,-0.05102886159897904,-1.0014668448483734,0.6407117535918968,-2.4847399788726476,0.0255774731523373,0.6616144315728723,-0.5097664496126363,-0.4544060342132885,-0.1419325465600886,1.7162642896445721,0.9296089293194333,-1.2503362646055354,0.8563811372858422
4.282490151011055,-3.5476612804964223,1.709331982537734,-2.435100593595706,0.25040312985234847,4.206584842221107,-0.8401000213316006,0.5261960430003122,0.19647233186578938,-1.1054645590387011,0.4870544512398541,0.10086609708697887,1.635163757608595,-0.06580382047821788,-0.40659251104146343,-0.08204543493238195,-1.0836190242950974,0.1066825545308293,1.2954779838737625,-0.819887075717978,-0.48815934619579504,0.6153376133051491,0.6610456852548078,0.20963132939753468,-0.4994610994067865,-0.7554031114830937,1.020413896929416,0.7115079254822145,0.47182676283723196,1.032657860894605,0.1173702922116023,0.8842929778419694
2.6561870857848957,-2.8986801694019366,1.4849298732732306,-2.029186662460566,1.2131238794134942,3.8102903671362265,0.3669668320951813,0.9267838484522033,-0.3419123838866914,-0.5493245638931955,1.4482880363471489,0.3592968464302556,1.2655983264688586,-0.4516090295568697,0.24078741726224515,-0.4023383331323856,-0.18749328609119234,-0.04319451707469997,0.3260395391349062,-0.40537756460826485,0.3535675203091072,0.9343500081630566,0.3194804593273973,0.039469764376804474,0.5790507050872308,0.6361653683054429,-0.25472805552378414,-0.9345122401689795,0.26232509420111466,0.02332095902873522,-0.6911180020283458,1.3400689722492685
7.834727769212009,-0.6784174463632886,-1.7041991349086474,0.8281782969432598,3.809457279458818,0.6509806091854975,-2.1578067279144597,-4.88228148673213,-0.184227166670994,0.09430690683566388,3.4358001348628844,2.6057788831135076,-1.860040505122384,1.1807090216782128,1.1530893148458605,0.6665497193384906,-0.7165939062346637,-0.8891145122061154,1.4461194067605343,0.47393911311401726,-0.29415618497313345,2.0682314807886373,-0.7212013976937828,-0.37315532172590826,-0.03802587407316844,0.46008833509935204,-0.9444470017116714,-0.45295863970176226,0.243297554839103,-1.915707667085238,1.5577309865428073,-0.7794170017463351
5.615804343498351,4.158859768948889,-4.428433037136587,1.3359522587441468,-3.6888172700459845,2.6858809195292555,3.159208692419044,-0.8863480663196261,0.01976150007420932,0.42524489207155375,-0.46860650691001104,-1.2478605059024959,-0.0018150848804389533,0.11587886683084757,-0.36356668963907673,1.5101033339985117,0.10004368781681118,-0.15998928166716989,-1.4655007678469314,-0.3312980333890239,-1.0007395480723034,0.4456854362455243,-0.752029781141725,0.41919849829397854,0.48373554604513697,-0.791762097204929,1.109902316813836,-0.8586654546046365,0.7974572275549157,-0.35226286828239234,-1.3728010398824042,0.12770307891562327
