cluster,german,italian,korean,spanish
0,0.28641072516758076,0.15783059110298597,0.4101157830591103,0.14564290067032298
1,0.0,0.09898477157360407,0.0,0.9010152284263959
2,0.29953379953379955,0.4965034965034965,0.053613053613053616,0.15034965034965034
3,0.2433392539964476,0.24866785079928952,0.25754884547069273,0.25044404973357015
