cluster,german,italian,korean,spanish
-1,0.28211009174311924,0.24541284403669725,0.22477064220183487,0.24770642201834864
0,0.0,1.0,0.0,0.0
1,0.02127659574468085,0.0,0.9787234042553191,0.0
2,0.0,0.0,0.0,1.0
3,1.0,0.0,0.0,0.0
